company,product_name,review_text,rating,date,sentiment
Vivo,V25,"Battery life excellent, 2 rojulu easy ga vastundi.",4,2023-02-14,Positive
Samsung,S20,"Screen quality average, not impressed.",2,2024-08-08,Negative
Apple,iPhone 14,Design outdated ga anipistundi.,1,2022-09-06,Negative
Apple,iPhone 15,"Camera super ga undi, performance bagundi.",5,2023-04-25,Positive
Nokia,8.3,Design simple ga undi.,3,2023-05-12,Neutral
Xiaomi,Redmi Note 11,"Super fast charging, baaga impress ayyanu.",4,2022-03-28,Positive
Vivo,V19,Updates slow ga vastunnayi.,1,2021-04-23,Negative
Oppo,A52,"Camera super ga undi, performance bagundi.",5,2020-02-08,Positive
Samsung,S23,Amazing speed and smooth gaming.,5,2024-02-17,Positive
Realme,Realme 7,"Sound system fine, not too loud.",3,2023-11-10,Neutral
Samsung,S22,Design simple ga undi.,3,2021-11-17,Neutral
Apple,iPhone 11,Cost ekkuva but features super.,4,2022-04-03,Positive
Xiaomi,Redmi Note 11,Camera quality ok but not great.,1,2020-05-05,Negative
Apple,iPhone 15,Charging time ekkuva padutundi.,2,2021-05-19,Negative
Apple,iPhone 11,"Battery life average, one day matrame.",3,2021-11-19,Neutral
Apple,iPhone 14,"Battery baaledu, fast drain avutundi.",1,2022-05-05,Negative
Realme,Realme 8,"Battery life average, one day matrame.",3,2023-01-17,Neutral
Samsung,S22,"Price thakkuva undali, too costly.",2,2023-03-27,Negative
Samsung,S23,Display quality next level 🔥,4,2021-08-31,Positive
Apple,iPhone 11,Performance slow ga undi.,1,2023-01-12,Negative
Oppo,Reno 6,"Super fast charging, baaga impress ayyanu.",4,2021-04-05,Positive
Samsung,S20,Amazing speed and smooth gaming.,5,2024-02-14,Positive
Nokia,8.3,"Battery life excellent, 2 rojulu easy ga vastundi.",5,2022-04-27,Positive
OnePlus,9 Pro,"Super fast charging, baaga impress ayyanu.",4,2021-12-05,Positive
Poco,F3,"Average performance, normal usage ki saripothundi.",3,2023-11-30,Neutral
Samsung,S22,"Ok ok mobile, nothing special.",3,2024-02-15,Neutral
Poco,F3,"Camera parvaledu, not bad.",3,2020-03-17,Neutral
OnePlus,7T,"Sound system fine, not too loud.",3,2020-12-21,Neutral
Motorola,G10,"Ok for regular tasks, gaming ki not suitable.",3,2020-05-25,Neutral
Nokia,C21,Performance slow ga undi.,2,2021-12-25,Negative
Motorola,G9,"Design chala attractive ga undi, worth buying.",5,2023-06-04,Positive
Nokia,6.1,"Super fast charging, baaga impress ayyanu.",5,2021-11-17,Positive
Motorola,G10,Cost ekkuva but features super.,4,2022-01-26,Positive
Nokia,8.3,Amazing speed and smooth gaming.,4,2022-05-06,Positive
Nokia,7.2,"Battery life average, one day matrame.",3,2023-10-25,Neutral
Samsung,S21,Amazing speed and smooth gaming.,5,2023-06-02,Positive
Nokia,6.1,Display quality next level 🔥,4,2022-10-22,Positive
Xiaomi,Mi 12,"Battery baaledu, fast drain avutundi.",2,2023-11-20,Negative
Motorola,G22,"Performance top notch, lag e ledhu.",5,2020-06-01,Positive
Motorola,G9,"Camera super ga undi, performance bagundi.",4,2020-10-01,Positive
Vivo,V23,Performance slow ga undi.,2,2020-11-26,Negative
Motorola,G8,"Camera super ga undi, performance bagundi.",4,2021-05-11,Positive
OnePlus,9 Pro,"Camera parvaledu, not bad.",3,2023-08-15,Neutral
Motorola,G9,"Design chala attractive ga undi, worth buying.",4,2020-07-30,Positive
Oppo,A54,Charging time ekkuva padutundi.,2,2022-01-13,Negative
OnePlus,9 Pro,Design simple ga undi.,3,2020-08-01,Neutral
